id,text,title,labels
doc_882,Are procedures implemented to correct inaccurate PII?,27701 – Data Subject Rights Management,"PII correction, Inaccuracy remediation, Procedural controls"
doc_883,Are deletion/erasure requests handled according to regulations?,27701 – Data Subject Rights Management,"Deletion requests, Erasure requests, Regulatory compliance"
doc_884,Are restrictions on processing supported when requested?,27701 – Data Subject Rights Management,"Processing restrictions, Request handling, Processing support"
doc_885,Is PII portability supported through standard formats?,27701 – Data Subject Rights Management,"PII portability, Standard formats"
doc_886,Are documented procedures in place to ensure PII is used only for intended purposes?,27701 – Purpose Limitation,"Documented procedures, PII usage, Intended purpose limitation"
doc_887,Are secondary uses of PII prevented without explicit approval?,27701 – Purpose Limitation,"PII, Secondary use, Explicit approval, Consent management, Privacy controls"
doc_888,Are employees trained on purpose limitation requirements?,27701 – Purpose Limitation,"employee training, purpose limitation, training requirements"
doc_889,Are automated systems restricted from using PII for unintended analytics?,27701 – Purpose Limitation,"Automated systems, PII usage, Unintended analytics, Usage restrictions"
doc_890,Is monitoring in place to detect unauthorized processing purposes?,27701 – Purpose Limitation,"Monitoring, Unauthorized processing, Processing purposes, Detection controls"
doc_891,Is data minimization applied to all PII processing activities?,27701 – Data Minimization,"Data minimization, PII processing"
doc_892,Are PII collection forms validated to avoid collecting unnecessary data?,27701 – Data Minimization,"PII collection, Form validation, Data minimization, Unnecessary data"
doc_893,Are PII retention durations minimized to what is necessary?,27701 – Data Minimization,"PII retention, Retention minimization, Data retention duration"
doc_894,Are logs retained without unnecessary PII?,27701 – Data Minimization,"Log retention, PII minimization"
doc_895,Are anonymization techniques used when identifiable data is not needed?,27701 – Data Minimization,"Anonymization techniques, Identifiable data"
doc_896,Are accuracy checks implemented for PII updates?,27701 – PII Accuracy & Quality,"Accuracy checks, PII updates"
doc_897,Are data subjects notified when inaccurate PII is corrected?,27701 – PII Accuracy & Quality,"data subject notification, inaccurate PII correction, PII accuracy"
doc_898,Are controllers informed if inaccurate data is detected by the processor?,27701 – PII Accuracy & Quality,"Controller notification, Inaccurate data, Processor detection, Data accuracy"
doc_899,Are automated systems validated to prevent creating inaccurate PII?,27701 – PII Accuracy & Quality,"automated systems, system validation, PII accuracy, inaccurate PII prevention"
doc_900,Are PII accuracy procedures reviewed periodically?,27701 – PII Accuracy & Quality,"PII accuracy, Accuracy procedures, Periodic review"
doc_901,Are retention policies documented for each category of PII?,27701 – PII Retention Management,"PII categories, Retention policies, Policy documentation"
doc_902,Are PII retention schedules aligned with legal obligations?,27701 – PII Retention Management,"PII retention schedules, Legal obligations, Data retention compliance"
doc_903,Are PII deletion triggers configured in systems and workflows?,27701 – PII Retention Management,"PII deletion triggers, Deletion configuration, Systems and workflows"
doc_904,Are customers informed when retention schedules change?,27701 – PII Retention Management,"Customer notification, Retention schedules, Policy change communication"
doc_905,Are PII retention exceptions documented and approved?,27701 – PII Retention Management,"PII retention, Retention exceptions, Documentation, Approval process"
doc_906,Are PII deletion procedures documented and tested?,27701 – Secure PII Deletion,"PII deletion, Deletion procedures, Documentation, Procedure testing"
doc_907,"Are all copies of PII deleted upon request, including backups?",27701 – Secure PII Deletion,"PII deletion, Deletion request, Backup deletion, Data erasure"
doc_908,Are deletion logs retained as evidence of erasure?,27701 – Secure PII Deletion,"Deletion logs, Log retention, Evidence of erasure"
doc_909,Are deletion processes aligned with customer agreements?,27701 – Secure PII Deletion,"Deletion processes, Customer agreements, Process alignment"
doc_910,Is PII deletion verified for completeness and accuracy?,27701 – Secure PII Deletion,"PII deletion, Deletion verification, Completeness, Accuracy"
doc_911,Is PII protected with encryption in storage?,27701 – PII Protection Controls,"PII protection, Data at rest encryption, Storage encryption"
doc_912,Is PII encrypted in transit across networks?,27701 – PII Protection Controls,"PII encryption, Data in transit, Network transmission, Encryption in transit"
doc_913,Are PII access rights reviewed frequently?,27701 – PII Protection Controls,"PII access rights, Access review frequency"
doc_914,Are PII access attempts logged and monitored?,27701 – PII Protection Controls,"PII access, Access logging, Access monitoring, Access attempts"
doc_915,Are intrusion detection systems applied to PII systems?,27701 – PII Protection Controls,"Intrusion detection systems, PII systems"
doc_916,Are processors prevented from engaging subprocessors without authorization?,27701 – Subprocessor Governance,"processor authorization, subprocessor engagement"
doc_917,Are subprocessors bound to the same privacy obligations?,27701 – Subprocessor Governance,"Subprocessors, Privacy obligations"
doc_918,Is a list of subprocessors maintained and provided to controllers?,27701 – Subprocessor Governance,"Subprocessor list, Controller notification, Vendor management"
doc_919,Are subprocessors monitored for privacy compliance?,27701 – Subprocessor Governance,"Subprocessor monitoring, Privacy compliance"
doc_920,Are controllers notified before subprocessors change?,27701 – Subprocessor Governance,"controller notification, subprocessor changes"
doc_921,Are cross-border PII transfers documented and justified?,27701 – International Data Transfers,"Cross-border transfers, PII transfers, Transfer documentation, Transfer justification"
doc_922,"Are appropriate safeguards (SCC, BCR) documented for international transfers?",27701 – International Data Transfers,"Appropriate safeguards, Standard contractual clauses, Binding corporate rules, International transfers, Documentation"
doc_923,Are controllers notified of the geographic location of stored PII?,27701 – International Data Transfers,"controller notification, geographic location, stored PII"
doc_924,Are region restrictions honored for customer PII?,27701 – International Data Transfers,"Region restrictions, Customer PII, Data residency"
doc_925,Is regulatory guidance followed for data transfers outside allowed jurisdictions?,27701 – International Data Transfers,"Regulatory guidance, Cross-border transfers, Data transfers, Jurisdiction restrictions"
doc_926,Are PII breach notification procedures documented?,27701 – PII Breach Management,"PII breach notification, Breach notification procedures, Procedure documentation"
doc_927,Is the controller notified promptly in case of a PII breach?,27701 – PII Breach Management,"Controller notification, PII breach, Prompt notification"
doc_928,Are breach reports detailed enough to meet regulatory reporting obligations?,27701 – PII Breach Management,"Breach reports, Report detail, Regulatory reporting, Reporting obligations"
doc_929,Are breach handling roles clearly defined?,27701 – PII Breach Management,"Breach handling roles, Role definition, Incident response"
doc_930,Are breach logs retained for audits and regulators?,27701 – PII Breach Management,"Breach logs, Log retention, Audit evidence, Regulatory compliance"
doc_931,Are privacy audit logs retained according to policy?,27701 – PII Audit Logging,"Privacy audit logs, Log retention, Retention policy, Policy compliance"
doc_932,Are logs protected from unauthorized modification?,27701 – PII Audit Logging,"Log integrity, Unauthorized modification protection, Audit logs"
doc_933,Are PII logs reviewed for suspicious activities?,27701 – PII Audit Logging,"PII logs, Log review, Suspicious activity, Monitoring"
doc_934,Are audit trails linked to PII processing activities?,27701 – PII Audit Logging,"audit trails, PII processing"
doc_935,Are audit logs accessible to the controller when required?,27701 – PII Audit Logging,"audit logs, log accessibility, controller access"
doc_936,Are privacy controls verified regularly through internal audits?,27701 – PIMS Internal Audit,"Privacy controls, Regular verification, Internal audits"
doc_937,Are audit findings tracked to closure?,27701 – PIMS Internal Audit,"audit findings, issue tracking, closure tracking"
doc_938,Are privacy risks included in management review inputs?,27701 – PIMS Internal Audit,"Privacy risks, Management review inputs"
doc_939,Are corrective actions applied for privacy control deficiencies?,27701 – PIMS Internal Audit,"Corrective actions, Privacy controls, Control deficiencies"
doc_940,Are auditors trained in privacy requirements?,27701 – PIMS Internal Audit,"Auditor training, Privacy requirements"
doc_941,Are employees trained in privacy practices and obligations?,27701 – Privacy Training,"Employee training, Privacy practices, Privacy obligations"
doc_942,Is privacy training mandatory for staff with PII access?,27701 – Privacy Training,"privacy training, mandatory training, staff access, PII access"
doc_943,Are training records maintained for compliance?,27701 – Privacy Training,"Training records, Compliance documentation, Record maintenance"
doc_944,Are employees tested on privacy awareness?,27701 – Privacy Training,"employee testing, privacy awareness"
doc_945,Is refresher training conducted periodically?,27701 – Privacy Training,"Refresher training, Periodic training, Training frequency"
doc_946,Are privacy requirements included in system development?,27701 – Privacy by Design,"privacy requirements, system development"
doc_947,Are privacy controls validated during QA testing?,27701 – Privacy by Design,"privacy controls, control validation, QA testing"
doc_948,Are default settings configured to provide maximum privacy?,27701 – Privacy by Design,"default settings, privacy configuration, maximum privacy"
doc_949,Are systems designed to minimize PII capture?,27701 – Privacy by Design,"System design, PII capture minimization, PII collection"
doc_950,Are privacy design reviews performed before deployment?,27701 – Privacy by Design,"privacy design reviews, pre-deployment review, deployment process"
doc_951,Are privacy requirements included as acceptance criteria for new systems?,27701 – Privacy by Design Integration,"privacy requirements, acceptance criteria, new systems"
doc_952,Are privacy controls tested before releasing new features?,27701 – Privacy by Design Integration,"Privacy controls testing, Pre-release testing, Feature release process"
doc_953,Are privacy design reviews integrated into development sprints?,27701 – Privacy by Design Integration,"Privacy design reviews, Development sprints, Sprint integration"
doc_954,Are system default configurations set to the highest privacy level?,27701 – Privacy by Design Integration,"System default configurations, Privacy level"
doc_955,Is privacy impact considered during design changes?,27701 – Privacy by Design Integration,"privacy impact, design changes"
doc_956,Is a Data Protection Impact Assessment (DPIA) conducted for high-risk processing?,27701 – DPIA / PIA Requirements,"Data Protection Impact Assessment, DPIA, High-risk processing"
doc_957,Are DPIA outcomes documented and approved?,27701 – DPIA / PIA Requirements,"DPIA outcomes, Outcome documentation, Approval process"
doc_958,Are mitigation measures implemented for DPIA-identified risks?,27701 – DPIA / PIA Requirements,"Mitigation measures, DPIA risks, Risk implementation, Data protection impact assessment"
doc_959,Is DPIA reviewed when changes affect PII processing risk?,27701 – DPIA / PIA Requirements,"DPIA review, change management, PII processing, privacy risk assessment"
doc_960,Are DPIA decisions shared with appropriate stakeholders?,27701 – DPIA / PIA Requirements,"DPIA decisions, Stakeholder sharing"
doc_961,Does the organization maintain clear instructions for PII processors?,27701 – Controller Obligations,"PII processors, Processor instructions"
doc_962,Does the controller maintain clear lawful bases for all processing activities?,27701 – Controller Obligations,"controller, lawful basis, processing activities"
doc_963,Does the controller ensure data subject rights are supported by processors?,27701 – Controller Obligations,"controller responsibility, data subject rights, processor support"
doc_964,Are processing activities reviewed regularly for compliance with controller obligations?,27701 – Controller Obligations,"Processing activities, Regular review, Compliance monitoring, Controller obligations"
doc_965,Does the controller retain ownership of all PII shared with processors?,27701 – Controller Obligations,"Controller ownership, PII retention, Processor sharing"
doc_966,Does the processor process PII only under documented instructions from the controller?,27701 – Processor Obligations,"processor instructions, controller instructions, PII processing, documented instructions"
doc_967,Does the processor assist the controller with data subject requests?,27701 – Processor Obligations,"processor assistance, controller obligations, data subject requests"
doc_968,Does the processor maintain logs of PII processing activities?,27701 – Processor Obligations,"processor logs, PII processing, processing activities"
doc_969,Does the processor provide adequate security to protect PII?,27701 – Processor Obligations,"processor security, PII protection"
doc_970,Does the processor notify the controller of any subprocessors?,27701 – Processor Obligations,"processor notification, controller notification, subprocessors, subprocessor disclosure"
doc_971,Is PII protected using access controls aligned with privacy risk?,27701 – PII Security Controls,"PII protection, Access controls, Privacy risk alignment"
doc_972,Are privileged users restricted from unnecessary PII access?,27701 – PII Security Controls,"Privileged users, PII access restriction, Least privilege access"
doc_973,Are strong authentication methods required for accessing PII?,27701 – PII Security Controls,"strong authentication, PII access, authentication requirement"
doc_974,Are PII processing systems protected with network segmentation?,27701 – PII Security Controls,"PII processing, network segmentation"
doc_975,Are PII storage repositories monitored for unauthorized access?,27701 – PII Security Controls,"PII repositories, Storage monitoring, Unauthorized access, Access monitoring"
doc_976,Are PII disclosures limited strictly to what is documented in the contract?,27701 – PII Disclosure Controls,"PII disclosure, Contract terms, Disclosure limitations"
doc_977,Are all disclosures logged and auditable?,27701 – PII Disclosure Controls,"Disclosure logging, Auditability, Audit logs"
doc_978,Does the organization maintain a register of PII disclosures?,27701 – PII Disclosure Controls,"PII disclosures, Disclosure register"
doc_979,Is onward transfer of PII prohibited without permission?,27701 – PII Disclosure Controls,"PII onward transfer, Transfer prohibition, Permission requirement"
doc_980,Are government/law-enforcement access requests disclosed to the controller unless prohibited?,27701 – PII Disclosure Controls,"Law enforcement requests, Government access requests, Request disclosure, Controller notification, Prohibition exception"
doc_981,Are PII transmission paths documented and secured?,27701 – PII Transmission Security,"PII transmission, Transmission paths, Documentation, Secure transmission"
doc_982,Is encryption enforced for all PII data transfers?,27701 – PII Transmission Security,"PII transfers, Encryption enforcement, Data transfer encryption"
doc_983,"Are secure transfer mechanisms (TLS, VPN) required?",27701 – PII Transmission Security,"Secure transfer mechanisms, TLS, VPN, Requirement"
doc_984,Are data transfer logs maintained for audit purposes?,27701 – PII Transmission Security,"Data transfer logs, Audit logs, Log retention, Audit purposes"
doc_985,Are cross-border transfers validated for legal compliance?,27701 – PII Transmission Security,"Cross-border transfers, Legal compliance validation"
doc_986,Are procedures in place to verify PII accuracy upon updates?,27701 – Accuracy & Completeness,"PII accuracy, PII updates, Verification procedures"
doc_987,Are mechanisms available to allow data subjects to correct inaccurate PII?,27701 – Accuracy & Completeness,"Data subject rights, PII correction, Inaccurate PII, Correction mechanisms"
doc_988,Does the controller receive notifications when incorrect PII is identified?,27701 – Accuracy & Completeness,"Controller notifications, Incorrect PII, PII identification"
doc_989,Are automated validation checks implemented for PII input fields?,27701 – Accuracy & Completeness,"Automated validation, PII input fields, Input validation checks"
doc_990,Are accuracy procedures reviewed for effectiveness?,27701 – Accuracy & Completeness,"accuracy procedures, procedure review, effectiveness review"
doc_991,Are PII logs protected with integrity controls to prevent tampering?,27701 – PII Logging & Monitoring,"PII logs, Integrity controls, Tampering prevention, Log protection"
doc_992,Are PII audit logs continuously monitored for suspicious activities?,27701 – PII Logging & Monitoring,"PII audit logs, Continuous monitoring, Suspicious activity monitoring, Audit log review"
doc_993,Are PII logs maintained separately from system logs?,27701 – PII Logging & Monitoring,"PII logs, System logs, Log separation, Log management"
doc_994,Are historical PII logs archived securely?,27701 – PII Logging & Monitoring,"Historical logs, PII logs, Secure archiving, Log archival security"
doc_995,Are PII logs retained only as long as legally required?,27701 – PII Logging & Monitoring,"PII logs, Log retention, Legal requirements"
doc_996,Are PII breach response processes documented and tested?,27701 – PII Breach Management Enhancements,"PII breach response, Incident response process, Process documentation, Process testing"
doc_997,Are breach response playbooks specific to PII?,27701 – PII Breach Management Enhancements,"breach response, incident playbooks, PII"
doc_998,Does the processor notify the controller immediately upon detecting a PII breach?,27701 – PII Breach Management Enhancements,"processor notification, controller notification, PII breach, breach detection, immediate notification"
doc_999,Are roles and responsibilities clearly defined for breach management?,27701 – PII Breach Management Enhancements,"breach management, roles and responsibilities"
doc_1000,Are forensic investigation procedures applied to PII breaches?,27701 – PII Breach Management Enhancements,"forensic investigation procedures, PII breaches"
doc_1001,Are PII retention requirements documented for each processing purpose?,27701 – Advanced Retention & Disposal,"PII retention requirements, Retention documentation, Processing purpose"
doc_1002,Are automated retention schedules applied to PII repositories?,27701 – Advanced Retention & Disposal,"Automated retention schedules, PII repositories, Data retention"
doc_1003,Are PII deletion workflows tested regularly?,27701 – Advanced Retention & Disposal,"PII deletion, Deletion workflows, Regular testing, Workflow testing"
doc_1004,Are deletion exceptions documented with justification?,27701 – Advanced Retention & Disposal,"Deletion exceptions, Documentation, Justification"
doc_1005,Are retention logs available to controllers for verification?,27701 – Advanced Retention & Disposal,"Retention logs, Controller access, Verification process, Log availability"
doc_1006,"Are contractual privacy terms aligned with regulatory obligations (e.g., GDPR)?",27701 – Contractual & Legal Alignment,"Contractual privacy terms, Regulatory obligations, GDPR alignment"
doc_1007,Do contracts specify controller and processor responsibilities clearly?,27701 – Contractual & Legal Alignment,"Contracts, Controller responsibilities, Processor responsibilities"
doc_1008,Do subcontractor agreements replicate controller-processor terms?,27701 – Contractual & Legal Alignment,"Subcontractor agreements, Controller-processor terms"
doc_1009,Are privacy breach notification timelines defined contractually?,27701 – Contractual & Legal Alignment,"Privacy breach notification, Notification timelines, Contractual requirements"
doc_1010,Are deletion and return of PII covered in all contracts?,27701 – Contractual & Legal Alignment,"PII deletion, PII return, Contract coverage"
doc_1011,Are cloud providers assessed for privacy controls relevant to PII?,27701 – Cloud Privacy Management,"cloud providers, privacy controls, PII assessment"
doc_1012,Are CSP responsibilities documented within shared-responsibility models?,27701 – Cloud Privacy Management,"CSP responsibilities, Shared responsibility model, Responsibility documentation"
doc_1013,"Are privacy controls applied to cloud storage, logs, and databases?",27701 – Cloud Privacy Management,"Privacy controls, Cloud storage, Log data, Databases"
doc_1014,Are PII-related cloud services monitored for unauthorized access?,27701 – Cloud Privacy Management,"PII monitoring, Cloud services, Unauthorized access, Access monitoring"
doc_1015,Does the CSP support customer-managed encryption for PII?,27701 – Cloud Privacy Management,"CSP support, Customer-managed encryption, PII encryption"
doc_1016,Are vendors assessed for compliance with privacy requirements?,27701 – Vendor Privacy Management,"Vendor assessment, Privacy compliance, Third-party compliance"
doc_1017,Are privacy questionnaires used during vendor onboarding?,27701 – Vendor Privacy Management,"Privacy questionnaires, Vendor onboarding"
doc_1018,Are vendors required to implement privacy controls?,27701 – Vendor Privacy Management,"vendor requirements, privacy controls"
doc_1019,Are third-party privacy risks reviewed periodically?,27701 – Vendor Privacy Management,"Third-party risks, Privacy risks, Periodic review"
doc_1020,Are vendors required to notify the controller of privacy incidents?,27701 – Vendor Privacy Management,"Vendor notification, Controller notification, Privacy incidents, Incident reporting requirement"
doc_1021,Is customer ownership of PII protected contractually?,27701 – Customer & Data Subject Rights,"Customer ownership, PII, Contractual protection"
doc_1022,Are customers able to request export or migration of their PII?,27701 – Customer & Data Subject Rights,"Customer request, PII export, Data migration"
doc_1023,Are customers able to request deletion of all PII copies?,27701 – Customer & Data Subject Rights,"Customer request, PII deletion, Data copies, Data subject rights"
doc_1024,Are customers informed about processing changes affecting PII?,27701 – Customer & Data Subject Rights,"Customer notification, Processing changes, PII processing"
doc_1025,Are privacy dashboards available to customers where applicable?,27701 – Customer & Data Subject Rights,"Privacy dashboards, Customer access"
doc_1026,Are privacy performance metrics defined and monitored?,27701 – PIMS Monitoring & Performance,"Privacy performance metrics, Metrics definition, Metrics monitoring"
doc_1027,Are KRIs (Key Risk Indicators) defined for privacy risks?,27701 – PIMS Monitoring & Performance,"Key Risk Indicators, KRI definition, Privacy risks"
doc_1028,Are privacy KPIs reported to senior management?,27701 – PIMS Monitoring & Performance,"Privacy KPIs, Senior management reporting"
doc_1029,Are privacy nonconformities tracked to closure?,27701 – PIMS Monitoring & Performance,"privacy nonconformities, issue tracking, closure verification"
doc_1030,Are privacy processes reviewed following major incidents?,27701 – PIMS Monitoring & Performance,"Privacy processes, Process review, Major incidents, Incident response"
doc_1031,Are anonymization techniques validated for effectiveness?,27701 – Anonymization & Pseudonymization,"Anonymization techniques, Effectiveness validation"
doc_1032,Are re-identification risks assessed regularly?,27701 – Anonymization & Pseudonymization,"Re-identification risk, Regular assessment"
doc_1033,Are pseudonymization keys stored securely and separately?,27701 – Anonymization & Pseudonymization,"Pseudonymization keys, Secure storage, Key separation"
doc_1034,Are anonymization failures treated as privacy incidents?,27701 – Anonymization & Pseudonymization,"anonymization failures, privacy incidents, incident classification"
doc_1035,Are anonymization techniques aligned with industry standards?,27701 – Anonymization & Pseudonymization,"Anonymization techniques, Industry standards, Standards alignment"
doc_1036,Is PII securely deleted upon contract termination?,27701 – End-of-Contract Processing,"PII deletion, Secure deletion, Contract termination"
doc_1037,Are deletion certificates provided to the controller?,27701 – End-of-Contract Processing,"Deletion certificates, Data controller"
doc_1038,"Are all copies of PII (logs, backups, archives) removed at termination?",27701 – End-of-Contract Processing,"PII removal, Log deletion, Backup deletion, Archive deletion, Termination process, Data retention"
doc_1039,Are return-or-destruction instructions documented contractually?,27701 – End-of-Contract Processing,"Return instructions, Destruction instructions, Contract documentation, Contractual requirements"
doc_1040,Are controllers notified when contract termination processing is completed?,27701 – End-of-Contract Processing,"Controller notification, Contract termination, Termination processing, Process completion, Status notification"
doc_1041,Are privacy considerations included in business continuity planning?,27701 – Privacy Continuity,"Privacy considerations, Business continuity planning"
doc_1042,Are backup processes designed to protect PII during emergencies?,27701 – Privacy Continuity,"Backup processes, PII protection, Emergency procedures"
doc_1043,Are alternative processing locations compliant with privacy laws?,27701 – Privacy Continuity,"Alternative processing locations, Privacy laws, Compliance assessment"
doc_1044,Are incident response teams trained in privacy impact handling?,27701 – Privacy Continuity,"Incident response teams, Privacy impact handling, Training"
doc_1045,Are privacy risks reassessed after continuity events?,27701 – Privacy Continuity,"privacy risks, risk reassessment, continuity events"
doc_1046,Are regulatory updates monitored and applied to the PIMS?,27701 – Regulatory Alignment,"Regulatory updates, Update monitoring, Update application, PIMS"
doc_1047,Are privacy controls updated to reflect new legal requirements?,27701 – Regulatory Alignment,"privacy controls, control updates, legal requirements"
doc_1048,Is the organization’s processing mapped to relevant regional laws?,27701 – Regulatory Alignment,"processing mapping, regional laws, legal compliance"
doc_1049,Is legal counsel involved in reviewing privacy compliance?,27701 – Regulatory Alignment,"Legal counsel, Privacy compliance review, Privacy compliance"
doc_1050,Are privacy policies updated following regulatory changes?,27701 – Regulatory Alignment,"Privacy policies, Policy updates, Regulatory changes, Compliance monitoring"
